features,instrument_family,instrument_source
"[520.7125224350541, 46.209409772191705, 31.92990914738319, 24.981689835553894, 20.054434717116756, 19.278687818690525, 14.509333898207315, 6.521653545788841, 3.1088635684202606, -2.3768959285293865, -6.17385139112197, -6.82224340788352, -10.4001216590762, 289.221804026878, 0.14693410465064394, 0.021069723462301588, 593.6235520426876, 324.280753968254, 22.387776952251315, 0.031937471750060946, 0.0, 2312.32666015625]",5,0
"[555.0120969412, 37.219137537472335, 27.890519029899114, 23.368554895442504, 18.059786606596152, 14.247135663875856, 10.506886853750736, 7.956336019135349, 5.74689274215669, 3.801173329948616, 1.3925185385081795, -0.8862517674461845, -2.632397165876323, 295.4711053309369, 0.20320044844949636, 0.013051835317460318, 515.923114035708, 445.43650793650795, 21.739368740361353, 0.01082720042164995, 117.1875, 1945.543701171875]",0,2
"[606.531007271163, 103.02865250004406, 66.81988042032219, 28.89022618730665, 12.017437407543747, 13.72068098037883, 27.03693286141486, 40.93296175803157, 35.58273018832691, 22.342061258179303, -3.3289874662402212, -18.5451023482588, -24.296458951034527, 502.2361956254624, 0.48925599302110073, 0.024111793154761904, 580.1724560925594, 936.3839285714286, 27.35560407328716, 0.07134679449539179, 20.161290322580644, 9058.6669921875]",4,1
"[148.9340870187863, 4.2157546290484005, -2.082702963877939, 0.9336536850877206, -0.03810873057174206, -0.09986876730676104, 0.24695657087687636, 0.012145681560454865, -0.05182390600097985, 0.2535216663426792, -0.1672945122880593, 0.1761299953213413, 0.030638604459100306, 71.512285033564, 0.03390448726328951, 0.000740172371031746, 71.698003939084, 166.7906746031746, 0.5159509494063756, 5.394267589617011e-05, 0.0, 27.812692642211914]",3,1
"[887.1987417447182, 107.28181790908475, -0.22658178943225574, 26.277812834975414, 2.392953127600005, 13.832377288677788, 0.914292117830734, 9.889259504363713, 0.5626670123419206, 6.8577094998928905, -1.4516123164745458, 5.480176537055663, -1.5127472954330605, 857.4522080065789, 0.2589710883737213, 0.018430679563492064, 1187.1685506376746, 1895.2132936507937, 16.64913132881285, 0.7098893909148797, 125.0, 8497.4892578125]",0,2
"[429.74741619878193, -2.7084084911874826, -1.0956423079008826, 1.4013972571040432, -1.1758472893988767, 0.5568461761384432, 0.6115792436187326, -0.7612619968512164, 0.6780871883939684, 0.1903522107331998, -0.7650874339972703, 0.8587421946975051, -0.42330040138612685, 470.3557713711994, 0.030076308827155295, 0.0299285404265873, 154.0519731736936, 617.311507936508, 21.696956731030053, 0.0, 0.0, 202.3414306640625]",4,1
"[677.6308217086697, 78.63281563132593, -7.521887969311767, 9.241282183302681, 1.2508040460803904, -14.406499702406045, -8.159910899090896, -3.47937487833766, -10.303510174784082, -12.541161561516908, -10.324635236923802, -11.953053725871328, -10.780078889846807, 824.9924335549015, 0.1367522778317204, 0.0454527839781746, 965.2698124012037, 1353.670634920635, 30.567802527869173, 0.5676122543466624, 72.11538461538461, 4435.3125]",8,0
"[587.2695914187522, 31.864900428742335, 26.061844537412274, 20.209482129547556, 14.537922343332827, 9.82776404379221, 6.834696825423544, 4.975230747266687, 4.006932050046641, 3.615582781704929, 3.2010744689170676, 2.950018631309571, 2.8904547931034252, 167.15596871395672, 0.42736520729808686, 0.001945374503968254, 393.07197253877416, 324.9627976190476, 20.46724938802933, 0.0028936262315481577, 0.0, 1583.0096435546875]",4,1
"[514.6272836145354, 6.8479446865498, 2.5760564335578424, 4.79172517563586, 1.7924478377158282, 2.8174844113302937, 3.047000879427332, 1.1432467180043402, 2.0803819459020167, 1.5816001056236286, 1.366760242844479, 1.3321420160413144, 0.5876863317069629, 3539.3423903882904, 0.7065388144098117, 0.4176858568948413, 1786.8425310522302, 5523.995535714285, 16.683334586889117, 0.07487252561705408, 117.1875, 294.4159240722656]",0,1
"[583.2112067365376, 87.13121893933791, 78.98159822602852, 67.20187105531217, 53.378050285090325, 38.816846897058255, 24.752103166547315, 12.366878372492923, 2.5042021791056865, -4.508895420695224, -8.759501121684272, -10.593592452870913, -10.535055896641515, 181.3379968113238, 0.15495069395013353, 0.019965277777777776, 217.70693563758311, 197.79265873015873, 17.83509635032219, 0.6523145575348558, 0.0, 5699.8212890625]",9,2
"[431.14040060799175, 1.6864499861600213, -1.001154756571901, 2.1092840925783882, 1.4510253956342523, -0.264108878498803, -0.4782388546350027, 1.5922249562080926, 0.8456742303867218, -1.1819122973727911, 0.2577236246900438, 1.7176160695256169, -0.5733425986410142, 365.8205192292521, 0.057947488386475246, 0.024553571428571428, 212.26377066820908, 530.0099206349206, 14.84627327088591, 0.05809284415654853, 117.1875, 155.73135375976562]",4,1
"[604.4058194935235, 103.86793436422604, 67.71442180320884, 53.20590032897196, 31.92444744603396, 22.977563488702124, 15.878360384287001, 5.89833447425122, 3.6173596484933457, 2.4562231259103346, 3.7416385926625035, 3.5392436985326956, -2.6220307085584604, 195.39686077697132, 0.14361752177988876, 0.0213836185515873, 246.45248339270827, 298.4250992063492, 26.919405088535605, 0.1961713721838444, 117.1875, 11146.8095703125]",6,1
"[452.9218295173752, 31.51047761548192, 18.640006846587255, 31.101400473412916, 28.589766884245385, 10.833944984750566, 14.76168158698321, 29.56282759063879, 18.457234968492404, 5.85878131461532, 16.65341791385525, 18.57535762009754, -0.5494196481364105, 771.1278058098789, 0.22166599426594133, 0.06045386904761905, 823.8262271475339, 1376.984126984127, 24.59860683061642, 0.055347300939072586, 117.1875, 1321.20263671875]",4,0
"[562.6660250591069, 58.612372545493805, 32.670305252136124, 21.350879880253316, 10.404471846478128, 5.722901120858016, 5.742499327797551, 4.075946210573764, -0.6624956866622916, -7.85979946004113, -17.52531601498825, -20.78616459691495, -16.221200768759356, 345.2177497039033, 0.15341749330099466, 0.019957527281746032, 506.2544431228613, 572.8546626984127, 26.78668018428617, 0.04114062909356555, 0.0, 3053.43359375]",3,0
"[530.3435270516403, -20.422726974675943, -6.809693608695392, 18.980241764683964, -5.078534768754145, 2.4504088255188505, -16.60400852192365, 27.30634108227539, -9.44146786290393, -21.224769808848883, 34.87616744070766, -16.062677659499577, -2.6193838870169217, 3534.968693701304, 0.11406546212177715, 0.4657544332837302, 1016.3847373230219, 4290.984623015873, 28.256761908277102, 0.06775343386509404, 0.0, 5042.1865234375]",0,2
"[578.6770057753114, 46.25950917427914, 39.48124892364046, 32.63584021238112, 26.90051936351512, 20.829469791748657, 13.61485796986875, 6.89503702540155, 2.6412677065352663, 0.535393222327862, -1.3189761529959552, -3.9439539361244487, -6.565533424920364, 497.29601005477883, 0.17689980734742852, 0.024600074404761904, 563.2879384483832, 884.3625992063492, 22.173443412803184, 0.12021899477884805, 117.1875, 7438.744140625]",4,1
"[585.8080844910746, 17.6790065826674, 8.87771832347633, 2.8592200074536933, -4.539089016953287, -12.26899806060194, -18.697580103620883, -20.554959169372797, -15.307698760001639, -5.720475841725764, 2.261281307923824, 6.862393406025388, 12.479834526408961, 409.17236122382343, 0.09797257790205602, 0.04503813244047619, 264.78643515243067, 418.40277777777777, 27.440881851443947, 0.06289172171248043, 0.0, 2995.075439453125]",0,2
"[716.5998125598509, 91.19014586314933, -52.36627668959061, -35.50720326714715, -5.468894242937608, -24.580704600563543, -49.18497749946609, -22.599240168643597, 6.4943846841591375, -0.33354483158467135, -7.549219048106523, 0.3648176820451526, 3.8028095618500095, 671.358299906349, 0.09357926935338055, 0.05836898561507937, 474.86991127738224, 1196.4285714285713, 29.4939133048929, 0.4851543202279833, 60.483870967741936, 11370.8115234375]",10,2
"[635.3542579404184, -4.4716150675444934, -43.1046977053639, 2.6214558119758684, -11.47521566895893, 31.675232334043113, 19.742240746213778, 23.688623341645698, -12.10839408001818, -2.1437025688483655, 24.836842356318797, 25.53173856193078, -8.26485949120254, 2021.9579061856725, 0.13659029613485488, 0.19002278645833334, 1287.3483174742007, 3340.277777777778, 29.45839023618438, 0.639126533123724, 170.45454545454547, 6121.056640625]",7,0
"[802.989100618358, -17.31040508530166, 7.786849649047475, 7.441210396858209, 7.893087488862389, -2.245434830789272, -5.333614906690088, 9.250542611378753, -2.133571727674767, -1.390428897260063, 2.6983160151046595, 8.345728436242869, -5.5438247130780764, 3865.0814967184006, 0.2718853207302134, 0.5447939918154762, 1975.9668433864126, 5947.110615079365, 20.401134935264523, 0.6252969519304602, 125.0, 2805.55615234375]",9,2
"[527.7866349163598, 54.5563177047356, 0.5615185127422198, 10.02740364500155, 3.168022762728786, 4.442011545918282, 0.19133095136501385, 2.0815859089575555, 0.16141294256980385, 1.7528847358796749, -0.40048656135277444, 0.9635145246273799, -0.07107045429321647, 170.594289615345, 0.11892519279907915, 0.007080078125, 254.48865687804178, 303.63343253968253, 17.35823793840424, 0.23283639165525755, 156.25, 1693.47216796875]",0,2
"[711.828278458702, 16.835433264337343, -73.51967090070438, 4.944263970110835, -24.11813213584193, 1.8302960901272396, -16.017348458719617, -0.567052079476133, -17.075375812932982, 0.08049427004026975, -9.932448605118466, 0.8363504694485404, -5.978707971045936, 1769.188377851881, 0.24371639521315186, 0.1605554005456349, 1198.6430885878922, 2871.217757936508, 29.006328784200125, 0.7454822226787197, 208.33333333333334, 4695.7509765625]",1,0
"[683.1022258014196, -15.859919023641375, -2.0802695570062513, 9.805941717905384, -38.938297924017974, 0.1363576124526776, -34.9974656311131, -1.0873186576579197, -12.53141994954135, -15.278201793732949, -25.35651517518009, 2.056685466373065, -1.1915042982690347, 2105.6712451170147, 0.11473023013776219, 0.19013904389880953, 1464.3356703806262, 3718.253968253968, 30.996227336104432, 0.9890158399283969, 56.81818181818182, 6271.52490234375]",6,1
"[462.8024792988957, -1.3613126707851055, -1.7693756270868146, 1.405288969612665, 1.5709800995734011, -0.8224345480648788, -0.3231655050987321, 1.8984704159615304, -0.21312945380642756, -1.118779450728908, 0.829769120783901, 1.1188179680551942, -1.3046855099765686, 471.99790621699077, 0.03196593969903633, 0.030420696924603176, 231.27533833563692, 714.1617063492064, 21.13025480448116, 9.46320891515355e-05, 0.0, 263.0650939941406]",4,1
"[573.8579459163307, 83.7740977383564, 62.25058352112705, 47.65854010733312, 33.3809492709537, 24.854927468365446, 17.791282647418125, 13.199087555983015, 9.231569617201016, 7.006820257073692, 4.732378815809877, 3.715755454688664, 3.4648107519836815, 246.99217784441097, 0.20999994981845727, 0.013431609623015874, 346.2766326514788, 494.7296626984127, 23.57045189829313, 0.016991901951086064, 117.1875, 4630.37353515625]",3,0
"[656.9777921239757, 109.1383880069752, 62.31203979305877, 47.05984207439604, 31.49867940355352, 21.115818938432472, 14.532059622834515, 9.321669634836235, 5.007779693550603, 4.046291698274019, 2.808696563672908, 0.6103650047126883, -0.18136593957178665, 983.0724239486461, 0.3249770328263209, 0.09571087549603174, 737.7350239540118, 1488.529265873016, 22.772615658672994, 0.09928652152370741, 117.1875, 11198.4912109375]",0,1
"[547.5157867929591, 156.8634826555318, 64.47502713799595, 9.052803375424316, -15.183784270328527, -17.99342994842717, -7.877048044515744, -5.4267494909246645, -16.649424575881564, -25.514212729803265, -21.77565116452661, -9.668163122931666, -0.6620655131228858, 309.0011981457434, 0.22699654971262997, 0.029959542410714284, 231.81237728869922, 484.62301587301585, 26.140531224494172, 0.08559846217580057, 117.1875, 2766.21435546875]",4,1
"[665.097290009716, 66.12546964500642, 3.1949209274127335, 36.8756648149472, 26.55102765808393, -4.418931959754566, -11.778933377304268, -13.100366979660675, -10.417988713272567, -14.668291426894896, -19.60764494719732, -13.75972453234513, -14.261732895758437, 432.9321515822439, 0.11743456893469835, 0.025824652777777776, 537.9168421911702, 534.7842261904761, 27.6594558327519, 0.606319435222288, 93.75, 9970.232421875]",6,1
"[528.6577715409154, 4.62656980796788, -0.09991669804646178, -1.2060615042455298, -3.9511697704259663, -3.5353945201959487, -1.3267467193870792, -0.2766072408681181, 1.4707535507369511, 3.368601429479792, 2.6058233344933552, 0.4006893169088015, -0.6130547432916506, 406.80032344071725, 0.029615387195047607, 0.02203853546626984, 313.91640348807994, 671.5029761904761, 18.348520799397324, 0.00021966942755567159, 0.0, 424.9041442871094]",5,0
"[569.3788877323814, 38.39539318129514, 7.764607397105715, 31.104583083995706, 3.557050997481056, 0.7472884715531313, -6.593077847334621, -6.796908171558781, -10.376193630990743, -7.925066609062296, -7.85788059031688, -9.156516291598807, -14.89403492620177, 962.4803759681116, 0.15134682549295336, 0.04547603546626984, 976.7579141482181, 1431.2996031746031, 31.909376494263174, 0.03754470502919903, 0.0, 4156.9541015625]",0,2
"[644.6832087419782, 120.60768739299786, 49.47463056129284, 33.002304389921136, 19.830045288443195, -3.3452301816341663, -12.70139014481825, -16.186730116687187, -17.969204372844022, -13.256425873967162, -9.155561353952498, -10.951932601044389, -10.532876394470284, 237.34550104564912, 0.14346826411573033, 0.022705078125, 305.7523497155321, 293.5887896825397, 26.473377205806692, 0.46197631514357895, 117.1875, 10408.8564453125]",6,1
"[452.66354916882835, 31.575582246563215, 6.1887733104987745, 2.421229783201802, -4.316856797304192, -7.6030914115407, -9.45415162098604, -4.4275710582030205, 3.3801797733784733, 13.29639500447912, 19.719792196934968, 14.876806217437583, -2.9336947327324525, 1436.7325230850495, 0.12288824506821638, 0.09104895213293651, 1269.638395296415, 2409.660218253968, 24.180118075152645, 0.31532963206405806, 117.1875, 743.9489135742188]",3,0
"[501.19821708697685, 13.333879738823631, -2.682876948150895, -3.01068236243436, -3.3118141705646598, -5.244345712450573, -4.769191076461611, -4.893299253531053, -4.029724853128379, 1.0705741732033136, 7.348235584436784, 12.166496684427015, 9.899291505809883, 1174.2311177783251, 0.17723893663305745, 0.054695250496031744, 984.5848395494415, 2013.578869047619, 21.371122156600208, 0.18757656087933364, 117.1875, 659.5000610351562]",0,2
"[596.9376123922492, 5.401037448715202, -33.498635556567024, 18.276748510173476, -2.624869288097646, -7.287806886164482, 7.631803653302896, 11.8452464303112, 31.293392701801523, 34.5064586997167, -19.179132925793702, -14.692863099790806, -6.6612211236117025, 1940.506449438395, 0.09544253676176467, 0.24133107018849206, 1138.0889114130923, 2828.373015873016, 34.47939516295821, 0.6354483264910058, 89.28571428571429, 4933.2880859375]",0,2
"[473.7738993943808, 67.11867582227505, 49.79087252106665, 32.222249767032494, 18.452618879810416, 7.659346981976119, -0.5339612043405043, -5.453907183698547, -7.245474849375796, -6.901591328498139, -5.815617015511822, -5.317884485986148, -5.429115492857561, 228.39482433262438, 0.17806770600924715, 0.01268368675595238, 318.57107417395196, 433.655753968254, 21.15652742909669, 0.023746322763376043, 0.0, 1807.23388671875]",0,2
"[954.5986573989554, 33.760262464940254, 5.140338098640548, 6.6331403798002135, 2.6052262811034916, -0.9662631299697173, -4.802436378629635, -4.401695548888429, -5.793718672592586, -5.464640260310375, -6.794746175379471, -3.1653843942295494, -1.594361363491357, 2215.067829871269, 0.1680323296772571, 0.04359266493055555, 2080.2754750584936, 4966.951884920635, 21.626349353245566, 0.29095445814082715, 104.16666666666667, 10641.783203125]",0,2
"[679.2780770276598, 74.4491882845111, -20.555814316731105, 22.018414692565134, -9.755153438997862, -9.689527453648724, 4.097037499968315, -2.6235894819079992, -34.16773433073932, 8.199505464394125, 39.08576325862117, 32.104236639915186, 0.3159671781843279, 939.7267594057581, 0.09425519354147234, 0.11015392485119048, 647.9298116455041, 1898.375496031746, 29.063927614768037, 0.593761565016869, 187.5, 9832.7412109375]",6,1
"[501.61364655238043, 7.426046808952838, 2.513056389523895, 0.9037718489180189, -0.5826310971916981, 0.37482679993986096, 2.5004906689248014, 6.66105804293479, 9.944148574795685, 9.980059983727202, 5.188667189909341, -0.26162044180142513, -1.6658797991061836, 459.33322514182856, 0.3080041777746129, 0.007893880208333334, 1080.3835279974046, 771.3293650793651, 23.725910346343, 0.003043916554046538, 0.0, 602.1051025390625]",3,2
